"id";"releaseORIG";"duracao_filme";"nomeBRA";"ROE";"diretor";"releaseBRA";"delay_lancamentoBR";"Distribuidora";"pop_dir";"pop_cast"
669653;"2022-10-20";141;"IL BOEMO";"E2300341000000";"Petr Václav";"2023-09-23";338;0;2,69;10,248
1105948;"2023-03-30";92;"INCOMPATÍVEL COM A VIDA";"B2300062000000";"Eliza Capai";"2023-11-18";233;0;4,957;NA
335977;"2023-06-25";155;"INDIANA JONES AND THE DIAL OF DESTINY";"E2300207600000";"James Mangold";"2023-07-01";6;1;15,77;43,3778
850174;"2022-04-21";111;"ITHAKA";"E2300308900000";"Ben Lawrence";"2023-09-02";499;0;1,992;19,602
745885;"2023-04-27";96;"JAIR RODRIGUES - DEIXA QUE DIGAM";"B2100027200000";"Rubens Rewald";"2023-04-29";2;0;2,562;2,9544
1076443;"2023-06-16";85;"J-HOPE IN THE BOX";"E2300201500000";"Park Jun-soo";"2023-06-19";3;0;6,188;30,301
951491;"2023-09-27";118;"SAW X";"E2300336900000";"Kevin Greutert";"2023-09-30";3;1;10,231;31,8662
695721;"2023-11-15";157;"THE HUNGER GAMES – BALLAD OF SONGBIRDS AND SNAKES";"E2300444800000";"Francis Lawrence";"2023-11-17";2;1;22,966;40,2844
603692;"2023-03-22";170;"JOHN WICK: CHAPTER 4";"E2200418700000";"Chad Stahelski";"2023-03-25";3;1;32,107;70,6768
1006928;"2022-10-25";75;"LA PARLE";"B2100501800000";"Gabriela Boeri,Fanny Boldini,Kevin Vanstaen,Simon Boulier";"2023-07-01";249;0;0,001;NA
1004294;"2023-03-23";85;"LA SITUACIÓN";"B2300037500000";"Tomás Portella";"2023-03-25";2;1;3,873;11,757
822177;"2022-02-17";90;"LEONORA ADDIO";"E2300437000000";"Paolo Taviani";"2023-10-28";618;0;7,917;3,418
1184306;"2023-09-28";0;"LINHA DE FRENTE";"B1900453000000";"Felipe Menezes,Gustavo Gama Rodrigues";"2023-09-30";2;0;0,001;NA
1005696;"2023-03-08";111;"LOBO E CÃO";"E2300329900000";"Cláudia Varejão";"2023-09-09";185;0;3,595;0,001
714889;"2023-10-16";190;"LOS DELINCUENTES";"B2300373000000";"Rodrigo Moreno";"2023-10-28";12;0;2,64;5,923
864168;"2023-06-22";95;"JOY RIDE";"E2300146600000";"Adele Lim";"2023-08-05";44;1;4,986;19,3454
992094;"2022-06-25";0;"LUIZ CARLINI - GUITARRISTA DE ROCK";"B2200100700000";"Luiz Carlos Lucena";"2023-08-05";406;0;0,001;NA
665406;"2020-02-25";259;"LUZ NOS TRÓPICOS";"B2000313600000";"Paula Gaitán";"2023-07-17";1238;0;2,614;5,6298
536554;"2022-12-28";102;"M3GAN";"E2200415600000";"Gerard Johnstone";"2023-01-21";24;1;8,28;25,4992
1193084;"2023-10-27";0;"MÃE";"B1800479500000";"Natália Tavares";"2023-04-29";-181;0;0,001;NA
523607;"2023-11-22";129;"MAESTRO";"E2300424800000";"Bradley Cooper";"2023-12-09";17;0;63,924;41,637
809787;"2023-04-13";101;"MAFIA MAMMA";"E2300074000000";"Catherine Hardwicke";"2023-05-13";30;1;20,951;34,6616
1169900;"2023-12-28";96;"MAMONAS ASSASSINAS O FILME";"B2300531200000";"Edson Spinello";"2023-12-30";2;0;2,327;3,3022
616747;"2023-07-26";123;"HAUNTED MANSION";"E2300260900000";"Justin Simien";"2023-07-29";3;1;12,47;34,489
810212;"2021-04-10";108;"MÁQUINA DO DESEJO";"B2100381700000";"Lucas Weglinski,Joaquim Castro";"2023-07-22";833;0;0,371;6,638
750273;"2022-04-22";99;"MARES DO DESTERRO";"B2000142400000";"Sandra Alves";"2023-06-10";414;0;3,233;1,7654
662714;"2023-09-28";95;"MARINHEIRO DAS MONTANHAS";"B2300247400000";"Karim Aïnouz";"2023-09-30";2;0;8,384;NA
459003;"2023-03-02";99;"MAVKA: THE FOREST SONG";"E2300237100000";"Oleksandra Ruban,Oleg Malamuzh";"2023-10-28";240;0;5,426;12,6948
739472;"2020-09-18";70;"ME CHAMA QUE EU VOU";"B2200393900000";"Joana Mariani";"2023-01-14";848;0;3,888;NA
935903;"2023-06-08";101;"MEDUSA DELUXE";"E2300167000000";"Thomas Hardiman";"2023-06-17";9;0;3,331;12,1182
615656;"2023-08-02";116;"THE MEG 2";"E2300218000000";"Ben Wheatley";"2023-08-05";3;1;15,036;77,6764
882950;"2021-10-22";76;"MEMÓRIA SUFOCADA";"B2300028000000";"Gabriel Di Giacomo";"2023-04-01";526;0;1,253;NA
941220;"2023-10-12";91;"MEU NOME É GAL";"B2300212900000";"Dandara Ferreira,Lô Politi";"2023-10-14";2;1;2,9665;9,988
865498;"2022-10-19";111;"LE NOUVEAU JOUET";"E2300389200000";"James Huth";"2023-11-25";402;0;6,299;16,7668
829051;"2023-05-25";90;"ABOUT MY FATHER";"E2300125700000";"Laura Terruso";"2023-05-27";2;1;5,767;40,6612
997669;"2022-11-03";96;"MY NEIGHBOR ADOLF";"E2200498300000";"Leon Prudovsky";"2023-05-27";205;0;8,685;15,5802
1061240;"2023-12-25";111;"MINHA IRMÃ E EU";"B2300519200000";"Susana Garcia";"2023-12-30";5;1;4,773;13,9674
585163;"2019-02-28";0;"MIRANTE";"B1800610400000";"Rodrigo John";"2023-08-31";1645;0;0,93;NA
885021;"2022-07-21";85;"LILLE ALLAN - DEN MENNESKELIGE ANTENNE";"E2300386000000";"Amalie Næsby Fick";"2023-11-11";478;0;6,391;16,355
717930;"2023-05-25";119;"KANDAHAR";"E2300085500000";"Ric Roman Waugh";"2023-07-29";65;0;14,798;49,5794
575264;"2023-07-08";164;"MISSION: IMPOSSIBLE - DEAD RECKONING PART ONE";"E2300206700000";"Christopher McQuarrie";"2023-07-15";7;1;21,731;78,7788
1111780;"2023-08-03";101;"MÔA, RAIZ AFRO MÃE";"B2200361800000";"Gustavo McNair";"2023-08-05";2;0;0,001;1,7244
725905;"2020-11-13";81;"MATAR A PINOCHET";"E2300004400000";"Juan Ignacio Sabatini";"2023-02-18";827;0;4,12;11,9828
1201527;"2023-11-15";0;"MULEQUE TÉ DOIDO 4 - MORREU MARIA PREÁ!";"B2200503900000";"Erlanes Duarte";"2023-11-17";2;0;0,001;NA
841980;"2021-06-24";78;"MURIBECA";"B2200015500000";"Alcione Ferreira,Camilo Soares";"2023-03-04";618;0;0,001;NA
937949;"2023-11-02";122;"MUSSUM, O FILMIS";"B2300418000000";"Sílvio Guindane";"2023-11-04";2;0;12,927;6,7062
862552;"2023-03-09";92;"THE RITUAL KILLER";"E2300075100000";"George Gallo";"2023-08-26";170;0;16,996;53,5956
706663;"2021-04-20";98;"NAHUEL E O LIVRO MAGICO";"B2300440200000";"Germán Acuña";"2024-01-27";1012;0;0,001;1,7412
1024773;"2023-09-06";99;"IT LIVES INSIDE";"E2300212400000";"Bishal Dutta";"2023-11-04";59;0;5,805;24,88
1020540;"2022-09-17";70;"NÃO SEI QUANTAS ALMAS TENHO";"B2300367100000";"Cavi Borges,Patrícia Niedermeier";"2023-10-28";406;0;2,567;NA
1011449;"2023-11-23";90;"NÃO TEM VOLTA";"B2300367700000";"César Rodrigues";"2023-11-25";2;1;6,864;8,0102
753342;"2023-11-22";158;"NAPOLEON";"E2300316400000";"Ridley Scott";"2023-11-25";3;0;38,347;41,7558
665768;"2021-09-26";80;"NARDJES A.";"E2100028100000";"Karim Aïnouz";"2023-09-30";734;0;8,384;NA
850167;"2023-01-12";83;"NAS ONDAS DA FÉ";"B2000230700000";"Felipe Joffily";"2023-01-14";2;0;4,042;9,3506
279999;"2005-05-14";72;"NATUREZA MORTA";"B2100027500000";"Susana de Sousa Dias";"2023-04-29";6559;0;0,001;NA
913673;"2023-04-14";98;"NEFARIOUS";"E2300372900000";"Cary Solomon,Chuck Konzelman";"2023-11-04";204;0;7,4105;16,4422
1122956;"2023-05-17";102;"NELSON PEREIRA DOS SANTOS - VIDA DE CINEMA";"B2300437800000";"Aida Marques,Ivelise Ferreira";"2023-11-18";185;0;1,014;NA
939338;"2023-01-25";95;"ARGONUTS";"E2300133700000";"David Alaux";"2023-11-11";290;0;6,724;13,4704
912885;"2023-04-20";100;"NINGUÉM É DE NINGUÉM";"B2300126700000";"Wagner de Assis";"2023-04-22";2;0;4,872;12,16
655174;"2020-02-22";99;"DEATH OF NINTENDO";"E2300024600000";"Raya Martin";"2023-04-29";1162;0;6,834;4,427
1170514;"2023-09-07";0;"NIOBE";"B2300014100000";"Fernando Mamari";"2023-09-08";1;0;0,001;4,9552
647003;"2023-03-23";91;"NOITES ALIENÍGENAS";"B2200250200000";"Sérgio de Carvalho";"2023-04-01";9;0;0,108;7,4594
1072371;"2023-08-10";87;"JULES";"E2300320800000";"Marc Turtletaub";"2023-09-09";30;0;6,033;22,9626
947457;"2023-09-21";121;"NOSSO SONHO";"B2300349700000";"Eduardo Albergaria";"2023-09-23";2;0;0,001;9,5172
895549;"2023-10-18";121;"NYAD";"E2300375600000";"Elizabeth Chai Vasarhelyi,Jimmy Chin";"2023-10-21";3;0;7,904;41,0664
1027254;"2023-08-24";95;"O ACIDENTE";"B2100232400000";"Bruno Carboni";"2023-08-26";2;0;0,913;0,6316
1049208;"2022-11-27";111;"O ALECRIM E O SONHO";"B2200307700000";"Valério Fonseca";"2023-08-12";258;0;0,295;4,5662
758336;"2023-05-04";104;"LOVE AGAIN";"E2300042700000";"Jim Strouse";"2023-05-13";9;0;7,612;33,6548
1103873;"2023-03-30";100;"EL AÑO DEL TIGRE";"E2300421500000";"Yasser Michelén";"2023-12-09";254;1;6,238;7,8156
800158;"2023-10-25";118;"THE KILLER";"E2300407800000";"David Fincher";"2023-10-28";3;0;32,209;41,0888
940417;"2022-10-28";100;"SADAKO DX";"E2300107800000";"Hisashi Kimura";"2023-04-29";183;1;11,583;25,7446
883014;"2021-10-24";86;"O CIRCO VOLTOU";"B2300065800000";"Paulo Caldas";"2023-04-01";524;0;3,167;NA
807986;"2022-10-14";126;"IL COLIBRI";"E2200464400000";"Francesca Archibugi";"2023-04-15";183;0;6,545;28,831
884184;"2023-02-09";90;"CONSECRATION";"E2300052200000";"Christopher Smith";"2023-07-29";170;0;13,334;34,8188
977506;"2023-03-08";102;"MON CRIME";"E2300209400000";"François Ozon";"2023-07-08";122;0;21,645;25,7762
890771;"2023-04-26";101;"THE BLACK DEMON";"E2300066900000";"Adrian Grünberg";"2023-06-10";45;0;11,691;19,522
960033;"2023-11-01";114;"LE THÉORÈME DE MARGUERITE";"E2300467500000";"Anna Novion";"2023-12-09";38;0;2,556;9,4878
807172;"2023-10-04";111;"THE EXORCIST: BELIEVER";"E2300350300000";"David Gordon Green";"2023-10-14";10;1;14,467;16,4026
758323;"2023-04-05";103;"THE POPE´S EXORCIST";"E2300042900000";"Julius Avery";"2023-04-08";3;0;6,919;41,0096
676710;"2022-12-16";93;"THE AMAZING MAURICE";"E2200418300000";"Toby Genkel";"2023-02-04";50;0;8,238;47,629
615226;"2023-05-11";83;"O HOMEM CORDIAL";"B1900461300000";"Iberê Carvalho";"2023-05-13";2;0;0,001;2,7976
1119411;"2023-04-20";0;"O HOMEM DE LAGOA SANTA";"B1500150500000";"Renato Menezes";"2023-04-22";2;0;0,001;NA
926599;"2023-08-30";96;"ALL FUN AND GAMES";"E2300230000000";"Ari Costa,Eren Celeboglu";"2023-12-02";94;0;2,382;31,9738
890203;"2023-03-15";98;"THE BOOK OF WONDERS";"E2300126100000";"Lisa Azuelos";"2023-10-21";220;1;9,469;11,3006
667143;"2020-01-25";98;"O LODO";"B2000240100000";"Helvécio Ratton";"2023-04-15";1176;0;3,624;3,7466
1033052;"2022-12-08";93;"THE MEAN ONE";"E2300479100000";"Steven LaMorte";"2023-12-16";373;0;3,99;6,3842
925263;"2023-04-20";96;"IL SOL DELL'AVVENIRE";"E2300511100000";"Nanni Moretti";"2024-01-06";261;0;14,329;18,7414
654910;"2022-10-13";94;"THE TIGER'S NEST";"E2200449000000";"Brando Quilici";"2023-02-11";121;0;2,866;9,9098
950526;"2023-05-18";104;"O MESTRE DA FUMAÇA";"B2200261700000";"Andre Sigwalt,Augusto Soares";"2023-05-20";2;0;2,6625;5,0054
917007;"2023-02-10";90;"BED REST";"E2200493000000";"Lori Evans Taylor";"2023-05-13";92;0;3,089;20,3408
1116407;"2023-11-23";89;"Ó PAÍ, Ó 2";"B2300472200000";"Viviane Ferreira";"2023-11-25";2;0;0,001;5,7882
997792;"2023-04-13";115;"O PASTOR E O GUERRILHEIRO";"B2300121300000";"José Eduardo Belmonte";"2023-04-15";2;0;3,908;12,1004
837745;"2022-02-16";89;"PICCOLO CORPO";"E2300451900000";"Laura Samani";"2023-11-25";647;0;1,532;NA
937278;"2022-12-28";126;"A MAN CALLED OTTO";"E2200376900000";"Marc Forster";"2023-01-28";31;0;15,978;39,5444
830896;"2023-03-23";116;"THE PORTABLE DOOR";"E2300121600000";"Jeffrey Walker";"2023-07-15";114;0;9,575;42,1144
1151590;"2023-08-31";83;"O PORTEIRO";"B2300319500000";"Paulo Fontenelle";"2023-09-02";2;0;2,402;5,6756
926393;"2023-08-30";109;"EQUALIZER 3";"E2300171900000";"Antoine Fuqua";"2023-10-07";38;0;22,038;49,6654
764541;"2023-03-23";107;"O RIO DO DESEJO";"B2000251400000";"Sérgio Machado";"2023-03-25";2;0;8,522;12,8178
1032795;"2023-12-07";107;"O SEQUESTRO DO VOO 375";"B2300524600000";"Marcus Baldini";"2023-12-09";2;1;4,082;6,5996
891699;"2023-11-30";104;"SILENT NIGHT";"E2300444700000";"John Woo";"2023-12-09";9;1;38,616;29,0602
1121469;"2023-05-06";0;"EL ULTIMO LLAMADO DE MARÍA";"E2300121700000";"Erik Cotrina";"2023-05-06";0;0;0,001;0,001
352200;"2015-11-04";153;"RABIN, THE LAST DAY";"E2300425500000";"Amos Gitai";"2023-11-04";2922;0;9,252;2,1694
642546;"2021-06-18";88;"THE LAST BUS";"E2300137900000";"Gillies MacKinnon";"2023-06-03";715;0;9,236;19,974
1079485;"2024-03-26";93;"WINNIE-THE-POOH: BLOOD AND HONEY";"E2300238300000";"Rhys Frake-Waterfield";"2023-08-12";-227;0;21,356;15,1734
804150;"2023-02-22";95;"COCAINE BEAR";"E2300011300000";"Elizabeth Banks";"2023-04-01";38;1;77,522;33,1502
955991;"2022-09-23";93;"THE OFFERING";"E2300002600000";"Oliver Park";"2023-02-11";141;1;5,56;16,954
1118106;"2023-05-11";0;"OLHA PRA ELAS";"B2000414400000";"Tatiana Sager";"2023-05-13";2;0;0,001;NA
835976;"2022-08-05";88;"ONDE FICA ESTA RUA? OU SEM ANTES NEM DEPOIS";"E2300244700000";"João Pedro Rodrigues,João Rui Guerra da Mata";"2023-07-29";358;0;2,3325;NA
872585;"2023-07-19";181;"OPPENHEIMER";"E2300181900000";"Christopher Nolan";"2023-07-22";3;1;79,368;90,7824
971041;"2023-07-06";120;"OS AVENTUREIROS - A ORIGEM";"B2300230600000";"André Pellenz";"2023-07-08";2;1;2,929;8,2966
674324;"2022-10-20";114;"THE BANSHEES OF INISHERIN";"E2200459600000";"Martin McDonagh";"2023-02-04";107;1;14,145;47,6698
455476;"2023-04-27";113;"KNIGHTS OF THE ZODIAC";"E2300118800000";"Tomek Bagiński";"2023-04-29";2;0;9,759;43,7128
804095;"2022-11-11";151;"THE FABELMANS";"E2200443800000";"Steven Spielberg";"2023-01-14";64;1;73,017;48,7614
803694;"2022-09-21";104;"LES ENFANTS DES AUTRES";"E2300379500000";"Rebecca Zlotowski";"2023-10-07";381;0;8,394;20,304
299054;"2023-09-15";103;"THE EXPENDABLES 4";"E2300211900000";"Scott Waugh";"2023-09-23";8;0;9,316;100,5246
597845;"2022-03-24";85;"FINNICK";"E2300107500000";"Denis Chernov";"2023-09-23";548;0;11,586;17,5526
796185;"2023-04-05";121;"THE THREE MUSKETEERS: D’ARTAGNAN";"E2300010700000";"Martin Bourboulon";"2023-04-22";17;1;11,356;45,2212
845111;"2023-12-13";121;"THE THREE MUSKETEERS: MILADY";"E2300468200000";"Martin Bourboulon";"2023-12-23";10;1;11,356;45,2212
1030656;"2022-10-06";77;"OTTO: DE TRÁS P/ DIANTE";"B2200458200000";"Helena Lara Resende,Marcos Ribeiro";"2022-12-31";86;0;0,001;NA
691214;"2022-09-02";166;"PACIFICTION";"E2300110800000";"Albert Serra";"2023-04-22";232;0;7,288;15,5796
934433;"2023-03-08";123;"SCREAM VI";"E2300042800000";"Matt Bettinelli-Olpin,Tyler Gillett";"2023-03-11";3;1;15,6315;52,4124
704081;"2020-10-07";89;"PARA ONDE VOAM AS FEITICEIRAS";"B2000044900000";"Eliane Caffé,Beto Amaral,Carla Caffé";"2023-09-02";1060;0;1,256;0,425
555788;"2018-06-12";82;"PARA'Í";"B1800418500000";"Vinicius Toro";"2023-04-22";1775;0;0,001;0,001
976293;"2023-02-22";98;"ARRÊTE AVEC TES MENSONGES";"E2300372800000";"Olivier Peyon";"2023-12-30";311;0;3,226;10,0438
898673;"2023-06-28";92;"PASSAGES";"E2300167200000";"Ira Sachs";"2023-08-19";52;0;7,659;30,135
940551;"2023-12-06";83;"MIGRATION";"E2300459300000";"Benjamin Renner";"2024-01-06";31;1;9,165;47,5082
893723;"2023-09-21";92;"PAW PATROL: THE MIGHTY MOVIE";"E2300375700000";"Cal Brunker";"2023-10-07";16;1;15,364;55,354
949423;"2022-09-16";102;"PEARL";"E2200448800000";"Ti West";"2023-02-11";148;0;24,846;36,9856
925113;"2023-09-08";102;"PEDÁGIO";"B2300343300000";"Carolina Markowicz";"2023-12-02";85;1;4,311;5,569
829424;"2023-01-18";75;"PERLIMPS";"B2200508100000";"Alê Abreu";"2023-02-11";24;0;2,82;5,4124
1030626;"2023-09-28";91;"PÉROLA";"B2300338800000";"Murilo Benício";"2023-09-30";2;0;35,028;7,0956
555772;"2015-01-01";0;"PESSOAS HUMANAS";"B1800468000000";"Frank Spano";"2023-07-01";3103;0;3,924;NA
1068036;"2023-06-15";0;"PLAUTO, UM  SOPRO MUSICAL";"B2200259700000";"Rodrigo Portela";"2023-07-08";23;0;0,001;NA
882973;"2021-10-23";80;"POROPOPÓ";"B2000202100000";"Luís Igreja";"2023-02-11";476;0;0,001;2,371
1020006;"2023-10-27";110;"PRISCILLA";"E2300508800000";"Sofia Coppola";"2024-01-06";71;0;24,847;40,035
1030571;"2023-12-16";100;"PROPRIEDADE";"B1900126500000";"Daniel Bandeira";"2023-12-23";7;0;1,186;3,6422
764442;"2023-10-05";107;"PUAN";"B2300527400000";"María Alché,Benjamín Naishtat";"2023-12-09";65;0;4,928;12,7006
957226;"2022-04-04";81;"QUANDO FALTA O AR";"B2200114000000";"Ana Petta,Helena Petta";"2023-03-11";341;0;2,431;NA
1174335;"2023-10-12";0;"QUANTOS DIAS. QUANTAS NOITES";"B2300212300000";"Cacau Rhoden";"2023-10-14";2;0;0,001;NA
884605;"2023-06-15";104;"NO HARD FEELINGS";"E2300129700000";"Gene Stupnitsky";"2023-06-24";9;0;16,923;36,282
621587;"2023-11-16";104;"NEXT GOAL WINS";"E2300491100000";"Taika Waititi";"2023-12-16";30;1;41,142;25,0702
1051701;"2022-04-22";98;"RAMA PANKARARU";"B2300022300000";"Pedro Sodré";"2023-03-25";337;0;0,406;NA
789602;"2023-03-23";90;"RAQUEL 1:1";"B2200215900000";"Mariana Bastos";"2023-03-25";2;0;2,126;3,234
609175;"2019-06-27";108;"RAZÕES PARA NÃO SER MÃE";"B1900582500000";"Marcos Carnevale";"2023-09-21";1547;0;9,869;8,3176
828920;"2022-01-25";125;"VIDBLYSK";"E2300331300000";"Valentyn Vasyanovych";"2023-09-23";606;0;3,044;4,1078
997265;"2023-01-19";101;"REGRA 34";"B2300001100000";"Julia Murat";"2023-01-21";2;0;4,748;2,3034
277376;"2013-06-15";84;"REMOÇÃO";"B1301918400000";"Anderson Quack,Luiz Antonio Pilar";"2023-06-17";3654;0;0,4295;NA
649609;"2023-04-07";93;"RENFIELD";"E2300058400000";"Chris McKay";"2023-04-29";22;1;16,202;55,6764
670292;"2023-09-27";134;"THE CREATOR";"E2300344200000";"Gareth Edwards";"2023-09-30";3;1;17,928;39,6318
1112548;"2023-08-24";93;"RETRATOS FANTASMAS";"B2300327500000";"Kleber Mendonça Filho";"2023-08-26";2;0;3,51;13,747
658168;"2023-09-21";83;"REVOLTA DOS MALÊS";"B2300295700000";"Jeferson De,Belisario Franca";"2023-09-23";2;0;4,408;5,5146
912726;"2022-10-27";138;"RHEINGOLD";"E2300237700000";"Fatih Akin";"2023-08-12";289;0;13,58;14,902
878374;"2021-09-16";90;"RIO DOCE";"B2300103200000";"Fellipe Fernandes";"2023-04-22";583;0;0,785;2,283
1084576;"2023-03-02";0;"RIO, NEGRO";"B2300023700000";"Fernando Sousa,Gabriel Barbosa";"2023-03-04";2;0;0,001;NA
1148047;"2023-08-18";92;"ROBERTO FARIAS:  MEMÓRIAS DE UM CINEASTA";"B2300337300000";"Marise Farias";"2023-12-09";113;0;1,431;3,1234
1054972;"2023-02-02";90;"ROCK DOG 3: BATTLE THE BEAT";"E2300004100000";"Anthony Bell";"2023-02-18";16;0;12,457;20,6056
999501;"2023-10-05";109;"RODEIO ROCK";"B2300261100000";"Marcelo Antunez";"2023-10-07";2;0;3,435;6,0872
936378;"2022-09-07";105;"RODEO";"E2300061300000";"Lola Quivoron";"2023-05-06";241;0;2,527;1,5928
912908;"2023-08-17";93;"STRAYS";"E2300099100000";"Josh Greenbaum";"2023-09-30";44;1;10,357;49,8466
1011098;"2022-09-29";90;"SAINT MICHAEL - MEET THE ANGEL";"E2300272700000";"Wincenty Podobinski";"2023-08-12";317;0;0,001;NA
605886;"2023-04-06";119;"TO CATCH A KILLER (MISANTHROPE)";"E2300151500000";"Damián Szifron";"2023-06-24";79;0;11,848;38,2434
797838;"2021-10-29";107;"FIREBIRD";"E2200427500000";"Peeter Rebane";"2023-01-07";435;0;1,618;11,2958
651887;"2019-12-01";107;"SEGUNDO TEMPO";"B1900417800000";"Rubens Rewald";"2023-03-18";1203;0;2,562;6,5916
1109534;"2023-08-24";91;"THE DIVE";"E2300294200000";"Maximilian Erlenwein";"2023-09-16";23;1;3,769;10,1748
788931;"2021-09-24";160;"ZEBY NIE BYLO SLADÓW";"E2300270700000";"Jan P. Matuszyński";"2023-08-26";701;0;7,486;16,4958
974521;"2022-10-06";107;"NO BEARS";"E2300119300000";"Jafar Panahi";"2023-05-13";219;0;5,6;2,5178
634328;"2019-09-25";81;"SEU AMOR DE VOLTA (MESMO QUE ELE NÃO QUEIRA)";"B1900336500000";"Bertrand Lira";"2023-05-05";1318;0;0,001;3,6756
572984;"2019-01-21";118;"SEUS OSSOS E SEUS OLHOS";"B1900286800000";"Caetano Gotardo";"2023-06-24";1615;0;6,014;3,8236
594767;"2023-03-15";130;"SHAZAM! FURY OF THE GODS";"E2200308700000";"David F. Sandberg";"2023-03-18";3;1;7,528;32,374
950573;"2022-09-15";86;"SINFONIA DE UM HOMEM COMUM";"B2200243000000";"José Joffily";"2023-02-11";149;0;5,432;1,6396
994143;"2023-01-13";100;"SKINAMARINK";"E2300066800000";"Kyle Edward Ball";"2023-03-25";71;0;5,125;2,2854
614479;"2023-07-05";107;"INSIDIOUS: THE RED DOOR";"E2300133900000";"Patrick Wilson";"2023-07-08";3;0;46,313;40,368
678512;"2023-07-03";131;"SOUND OF FREEDOM";"E2300341600000";"Alejandro Monteverde";"2023-09-23";82;1;6,732;36,1456
844417;"2023-02-15";109;"MARLOWE";"E2200498600000";"Neil Jordan";"2023-04-01";45;0;16,237;60,1398
1199425;"2023-11-23";0;"STAND UP MINHA VIDA É UMA PIADA";"B2300364700000";"Miguel Rodrigues";"2023-11-25";2;0;0,679;7,8652
1106732;"2023-06-16";81;"SUGA: ROAD TO D-DAY";"E2300201600000";"Park Jun-soo";"2023-06-19";3;0;6,188;25,0532
502356;"2023-04-05";93;"THE SUPER MARIO BROS. MOVIE";"E2300052300000";"Aaron Horvath,Michael Jelenic";"2023-04-08";3;1;12,5615;74,7662
916224;"2022-11-11";123;"SUZUME";"E2300084000000";"Makoto Shinkai";"2023-04-15";155;0;46,745;35,1592
893712;"2022-10-22";100;"SWORD ART ONLINE THE MOVIE - PROGRESSIVE- SCHERZO OF DEEP NIGHT";"E2300174500000";"Ayako Kono";"2023-05-27";217;0;6,52;36,6872
1086786;"2023-12-14";93;"TÁ ESCRITO";"B2300408000000";"Matheus Souza";"2023-12-16";2;1;3,506;8,1244
817758;"2022-09-23";158;"TÁR";"E2200400100000";"Todd Field";"2023-01-28";127;1;16,866;30,7248
1033334;"2022-10-20";80;"TENHO FÉ";"B2300141200000";"Rian Córdova";"2023-11-25";401;0;0,001;NA
960206;"2022-12-01";143;"VANSKABTE LAND";"E2300331200000";"Hlynur Pálmason";"2023-09-30";303;0;3,495;15,0838
783675;"2022-12-03";125;"THE FIRST SLAM DUNK";"E2300261000000";"Takehiko Inoue";"2023-08-05";245;0;7,083;29,3142
820697;"2022-08-31";96;"THE FIVE DEVILS";"E2300065300000";"Léa Mysius";"2023-04-01";213;0;6,806;14,9932
298618;"2023-06-13";144;"THE FLASH";"E2300154900000";"Andy Muschietti";"2023-06-17";4;1;15,308;47,831
928864;"2023-11-09";97;"TIA VIRGÍNIA";"B2300041800000";"Fabio Meira";"2023-11-11";2;0;1,012;12,116
854239;"2022-10-14";131;"TILL";"E2200377200000";"Chinonye Chukwu";"2023-02-11";120;1;3,701;21,9172
993292;"2023-07-05";105;"TINNITUS";"B2100484600000";"Gregorio Graziosi";"2023-06-24";-11;0;1,926;7,3798
1160004;"2023-09-14";0;"TIRE 5 CARTAS";"B2300130100000";"Diego Freitas";"2023-09-09";-5;0;3,832;8,2584
709631;"2023-07-19";88;"COBWEB";"E2300318100000";"Samuel Bodin";"2023-09-02";45;1;10,22;38,2026
577874;"2022-08-12";109;"GLUPCY";"E2300372500000";"Tomasz Wasilewski";"2023-11-11";456;0;1,547;12,0654
1123087;"2023-08-31";101;"TPM! MEU AMOR";"B2300303300000";"Eliana Fonseca";"2023-09-02";2;0;3,713;6,6198
1111553;"2023-06-29";0;"TRAÇÃO";"B2300211600000";"André Luis Camargo";"2023-07-01";2;0;0,001;8,5254
667538;"2023-06-06";127;"TRANSFORMERS: RISE OF THE BEASTS";"E2300172100000";"Steven Caple Jr.";"2023-06-10";4;1;13,465;49,7004
915892;"2022-10-14";100;"LOST TRANSPORT";"E2300118900000";"Saskia Diesing";"2023-06-10";239;0;3,65;7,6218
605127;"2022-02-17";86;"TRÊS TIGRES TRISTES";"B2200349500000";"Gustavo Vinagre";"2023-12-02";653;0;3,517;0,644
497828;"2022-09-18";147;"TRIANGLE OF SADNESS";"E2200390400000";"Ruben Östlund";"2023-02-18";153;0;11,575;30,8068
901362;"2023-10-12";91;"TROLLS BAND TOGETHER";"E2300354900000";"Walt Dohrn";"2023-10-21";9;1;34,725;36,7116
892494;"2022-06-29";89;"EN ROUE LIBRE";"E2300066300000";"Didier Barcelo";"2023-03-18";262;0;1,108;14,6968
1089883;"2023-06-15";90;"UM DIA CINCO ESTRELAS";"B2300212500000";"Hsu Chien";"2023-07-08";23;1;6,014;7,758
806368;"2022-11-10";123;"THE SON";"E2200448900000";"Florian Zeller";"2023-03-25";135;0;5,934;69,8198
954710;"2022-03-29";75;"UM JÓQUEI CEARENSE NA COREIA";"B2200496400000";"Mi-Kyung Oh,Guto Parente";"2023-02-03";311;0;3,59;NA
1165377;"2023-09-07";0;"UM POUCO DE MIM, UM POUCO DE NÓS";"B2300335000000";"André Bushatsky";"2023-09-09";2;0;1,568;NA
1033359;"2023-03-30";0;"UM SAMURAI EM SÃO PAULO";"B2200210800000";"Debora Mamber Czeresnia";"2023-04-01";2;0;0,001;NA
